workspace_id,task_type,instance_number,instance_id,metadata_path,workspace_path,difficulty,original_instance_id,revise_type,revise_type_name,diff_summary,source_revise_instance,domain,difficulty_level,explain_dimension,question
or_space_042_revise,revise,42,IndustryOR_42_revise_business,Workspace_OR/revise_workspaces/instance_42/metadata.json,Workspace_OR/revise_workspaces/instance_42/,Easy,IndustryOR_42,R5,Scenario Restructuring,"+8var, +7constr, mod_3constr, mod_obj, mod_1data",,,,,
or_space_043_revise,revise,43,IndustryOR_43_revise_business,Workspace_OR/revise_workspaces/instance_43/metadata.json,Workspace_OR/revise_workspaces/instance_43/,Medium,IndustryOR_43,R4,Scenario Restructuring,"+2var, +2constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_044_revise,revise,44,IndustryOR_44_revise_business,Workspace_OR/revise_workspaces/instance_44/metadata.json,Workspace_OR/revise_workspaces/instance_44/,Hard,IndustryOR_44,R5,Scenario Restructuring,"+8var, +10constr, -2constr, mod_6constr, mod_obj, mod_1data",,,,,
or_space_045_revise,revise,45,IndustryOR_45_revise_business,Workspace_OR/revise_workspaces/instance_45/metadata.json,Workspace_OR/revise_workspaces/instance_45/,Easy,IndustryOR_45,R5,Scenario Restructuring,"+2var, +3constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_046_revise,revise,46,IndustryOR_46_revise_business,Workspace_OR/revise_workspaces/instance_46/metadata.json,Workspace_OR/revise_workspaces/instance_46/,Easy,IndustryOR_46,R5,Scenario Restructuring,"+1var(z), +2constr(z=y, weekly grad cov), mod_obj, mod_1data",,,,,
or_space_047_revise,revise,47,IndustryOR_47_revise_business,Workspace_OR/revise_workspaces/instance_47/metadata.json,Workspace_OR/revise_workspaces/instance_47/,Medium,IndustryOR_47,R5,Scenario Restructuring,"+1var, +1constr, mod_9constr, mod_obj, mod_1data",,,,,
or_space_048_revise,revise,48,IndustryOR_48_revise_business,Workspace_OR/revise_workspaces/instance_48/metadata.json,Workspace_OR/revise_workspaces/instance_48/,Easy,IndustryOR_48,R5,Objective Function Transformation,"-3var, +2constr, mod_7constr, mod_obj",,,,,
or_space_049_revise,revise,49,IndustryOR_49_revise_business,Workspace_OR/revise_workspaces/instance_49/metadata.json,Workspace_OR/revise_workspaces/instance_49/,Hard,IndustryOR_49,R5,Scenario Restructuring,"+2var, +6constr, -2constr, mod_4constr, mod_obj, mod_1data",,,,,
or_space_050_revise,revise,50,IndustryOR_50_revise_business,Workspace_OR/revise_workspaces/instance_50/metadata.json,Workspace_OR/revise_workspaces/instance_50/,Easy,IndustryOR_50,R4,Penalty / Fixed Cost Addition,"+1var, +1constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_051_revise,revise,51,IndustryOR_51_revise_business,Workspace_OR/revise_workspaces/instance_51/metadata.json,Workspace_OR/revise_workspaces/instance_51/,Easy,IndustryOR_51,R3,add_remove_modify_constraints_variables,"-2var, +5constr, -2constr, mod_6constr, mod_1data",,,,,
or_space_052_revise,revise,52,IndustryOR_52_revise_business,Workspace_OR/revise_workspaces/instance_52/metadata.json,Workspace_OR/revise_workspaces/instance_52/,Easy,IndustryOR_52,R5,Scenario Restructuring,"+3var, +6constr, mod_6constr, mod_obj, mod_4data",,,,,
or_space_053_revise,revise,53,IndustryOR_53_revise_business,Workspace_OR/revise_workspaces/instance_53/metadata.json,Workspace_OR/revise_workspaces/instance_53/,Hard,IndustryOR_53,R5,Scenario Restructuring,"+9var, -0var, +9constr, -0constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_054_revise,revise,54,IndustryOR_54_revise_business,Workspace_OR/revise_workspaces/instance_54/metadata.json,Workspace_OR/revise_workspaces/instance_54/,Medium,IndustryOR_54,R5,Scenario Restructuring,"+3var, +7constr, mod_3constr, mod_obj, mod_2data",,,,,
or_space_055_revise,revise,55,IndustryOR_55_revise_business,Workspace_OR/revise_workspaces/instance_55/metadata.json,Workspace_OR/revise_workspaces/instance_55/,Medium,IndustryOR_55,R4,structural policy revision,"+2var, +4constr, -3constr, mod_2constr, mod_2data",,,,,
or_space_056_revise,revise,56,IndustryOR_56_revise_business,Workspace_OR/revise_workspaces/instance_56/metadata.json,Workspace_OR/revise_workspaces/instance_56/,Medium,IndustryOR_56,R5,Scenario Restructuring,"+4var, +10constr, mod_7constr, mod_obj, mod_1data",,,,,
or_space_057_revise,revise,57,IndustryOR_57_revise_business,Workspace_OR/revise_workspaces/instance_57/metadata.json,Workspace_OR/revise_workspaces/instance_57/,Medium,IndustryOR_57,R4,Penalty / Fixed Cost Addition,"+1var, +1constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_058_revise,revise,58,IndustryOR_58_revise_business,Workspace_OR/revise_workspaces/instance_58/metadata.json,Workspace_OR/revise_workspaces/instance_58/,Hard,IndustryOR_58,R5,Scenario Restructuring,"+12var, +8constr, mod_6constr, mod_obj, mod_4data",,,,,
or_space_059_revise,revise,59,IndustryOR_59_revise_business,Workspace_OR/revise_workspaces/instance_59/metadata.json,Workspace_OR/revise_workspaces/instance_59/,Easy,IndustryOR_59,R4,Penalty / Fixed Cost Addition,"+2var, -1constr, mod_10constr, mod_obj, mod_1data",,,,,
or_space_060_revise,revise,60,IndustryOR_60_revise_business,Workspace_OR/revise_workspaces/instance_60/metadata.json,Workspace_OR/revise_workspaces/instance_60/,Hard,IndustryOR_60,R5,Scenario Restructuring,"+2var, +9constr, mod_8constr, mod_obj, mod_2data",,,,,
or_space_061_revise,revise,61,IndustryOR_61_revise_business,Workspace_OR/revise_workspaces/instance_61/metadata.json,Workspace_OR/revise_workspaces/instance_61/,Hard,IndustryOR_61,R5,Scenario Restructuring,"+10var, +10constr, mod_5constr, mod_obj, mod_1data",,,,,
or_space_062_revise,revise,62,IndustryOR_62_revise_business,Workspace_OR/revise_workspaces/instance_62/metadata.json,Workspace_OR/revise_workspaces/instance_62/,Easy,IndustryOR_62,R5,Scenario Restructuring,"+2var, +4constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_063_revise,revise,63,IndustryOR_63_revise_business,Workspace_OR/revise_workspaces/instance_63/metadata.json,Workspace_OR/revise_workspaces/instance_63/,Medium,IndustryOR_63,R4,Penalty / Fixed Cost Addition,"+2var, +2constr, mod_4constr, mod_obj, mod_1data",,,,,
or_space_064_revise,revise,64,IndustryOR_64_revise_business,Workspace_OR/revise_workspaces/instance_64/metadata.json,Workspace_OR/revise_workspaces/instance_64/,Medium,IndustryOR_64,R5,Scenario Restructuring,"+3var, +5constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_065_revise,revise,65,IndustryOR_65_revise_business,Workspace_OR/revise_workspaces/instance_65/metadata.json,Workspace_OR/revise_workspaces/instance_65/,Hard,IndustryOR_65,R5,Scenario Restructuring,"+2var, +5constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_066_revise,revise,66,IndustryOR_66_revise_business,Workspace_OR/revise_workspaces/instance_66/metadata.json,Workspace_OR/revise_workspaces/instance_66/,Medium,IndustryOR_66,R5,Scenario Restructuring,"+6var, +8constr, mod_4constr, mod_obj, mod_1data",,,,,
or_space_067_revise,revise,67,IndustryOR_67_revise_business,Workspace_OR/revise_workspaces/instance_67/metadata.json,Workspace_OR/revise_workspaces/instance_67/,Easy,IndustryOR_67,R3,structural constraint and variable revision,"+18var, -6var, +18constr, -12constr, mod_12constr, mod_obj, mod_1data",,,,,
or_space_068_revise,revise,68,IndustryOR_68_revise_business,Workspace_OR/revise_workspaces/instance_68/metadata.json,Workspace_OR/revise_workspaces/instance_68/,Medium,IndustryOR_68,R4,structural policy and network redesign,"-1var, +1constr, -1constr, mod_2constr, mod_2data",,,,,
or_space_069_revise,revise,69,IndustryOR_69_revise_business,Workspace_OR/revise_workspaces/instance_69/metadata.json,Workspace_OR/revise_workspaces/instance_69/,Easy,IndustryOR_69,R5,Scenario Restructuring,"+2var, +3constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_070_revise,revise,70,IndustryOR_70_revise_business,Workspace_OR/revise_workspaces/instance_70/metadata.json,Workspace_OR/revise_workspaces/instance_70/,Hard,IndustryOR_70,R4,structural_change,"+1var, +3constr, -2constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_071_revise,revise,71,IndustryOR_71_revise_business,Workspace_OR/revise_workspaces/instance_71/metadata.json,Workspace_OR/revise_workspaces/instance_71/,Medium,IndustryOR_71,R5,Scenario Restructuring,"+6var, +10constr, -0constr, mod_3constr, mod_obj, mod_1data",,,,,
or_space_072_revise,revise,72,IndustryOR_72_revise_business,Workspace_OR/revise_workspaces/instance_72/metadata.json,Workspace_OR/revise_workspaces/instance_72/,Hard,IndustryOR_72,R5,Scenario Restructuring,"+4var, +6constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_073_revise,revise,73,IndustryOR_73_revise_business,Workspace_OR/revise_workspaces/instance_73/metadata.json,Workspace_OR/revise_workspaces/instance_73/,Easy,IndustryOR_73,R5,Scenario Restructuring,"+10var, +9constr, mod_6constr, mod_obj, mod_4data",,,,,
or_space_074_revise,revise,74,IndustryOR_74_revise_business,Workspace_OR/revise_workspaces/instance_74/metadata.json,Workspace_OR/revise_workspaces/instance_74/,Easy,IndustryOR_74,R4,Penalty / Fixed Cost Addition,"+1var, mod_4constr, mod_1data",,,,,
or_space_075_revise,revise,75,IndustryOR_75_revise_business,Workspace_OR/revise_workspaces/instance_75/metadata.json,Workspace_OR/revise_workspaces/instance_75/,Easy,IndustryOR_75,R5,Scenario Restructuring,"+2var, +4constr, mod_4constr, mod_obj, mod_1data",,,,,
or_space_076_revise,revise,76,IndustryOR_76_revise_business,Workspace_OR/revise_workspaces/instance_76/metadata.json,Workspace_OR/revise_workspaces/instance_76/,Hard,IndustryOR_76,R5,Scenario Restructuring,"+2var, +6constr, mod_4constr, mod_obj, mod_4data",,,,,
or_space_077_revise,revise,77,IndustryOR_77_revise_4,Workspace_OR/revise_workspaces/instance_77/metadata.json,Workspace_OR/revise_workspaces/instance_77/,Easy,IndustryOR_77,R4,Penalty / Fixed Cost Addition,,,,,,
or_space_078_revise,revise,78,IndustryOR_78_revise_3,Workspace_OR/revise_workspaces/instance_78/metadata.json,Workspace_OR/revise_workspaces/instance_78/,Easy,IndustryOR_78,R3,Business Logic / Dependency Constraint,,,,,,
or_space_079_revise,revise,79,IndustryOR_79_revise_business,Workspace_OR/revise_workspaces/instance_79/metadata.json,Workspace_OR/revise_workspaces/instance_79/,Easy,IndustryOR_79,R5,Scenario Restructuring,"+6var, +12constr, mod_3constr, mod_obj, mod_1data",,,,,
or_space_080_revise,revise,80,IndustryOR_80_revise_business,Workspace_OR/revise_workspaces/instance_80/metadata.json,Workspace_OR/revise_workspaces/instance_80/,Easy,IndustryOR_80,R5,Scenario Restructuring,"+6var, +9constr, mod_8constr, mod_obj, mod_1data",,,,,
or_space_081_revise,revise,81,IndustryOR_81_revise_business,Workspace_OR/revise_workspaces/instance_81/metadata.json,Workspace_OR/revise_workspaces/instance_81/,Hard,IndustryOR_81,R4,structural_change,"+1var, -1var, +3constr, -2constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_082_revise,revise,82,IndustryOR_82_revise_business,Workspace_OR/revise_workspaces/instance_82/metadata.json,Workspace_OR/revise_workspaces/instance_82/,Hard,IndustryOR_82,R5,Scenario Restructuring,"+1var, -1var, +1constr, -1constr, mod_2constr, mod_2data",,,,,
or_space_083_revise,revise,83,IndustryOR_83_revise_business,Workspace_OR/revise_workspaces/instance_83/metadata.json,Workspace_OR/revise_workspaces/instance_83/,Medium,IndustryOR_83,R5,Scenario Restructuring,"+6var, -6var, +7constr, -6constr, mod_obj, mod_3data",,,,,
or_space_084_revise,revise,84,IndustryOR_84_revise_business,Workspace_OR/revise_workspaces/instance_84/metadata.json,Workspace_OR/revise_workspaces/instance_84/,Easy,IndustryOR_84,R5,Scenario Restructuring,"+10var, +8constr, mod_5constr, mod_obj, mod_1data",,,,,
or_space_085_revise,revise,85,IndustryOR_85_revise_business,Workspace_OR/revise_workspaces/instance_85/metadata.json,Workspace_OR/revise_workspaces/instance_85/,Easy,IndustryOR_85,R4,Penalty / Fixed Cost Addition,"+2var, mod_1constr, mod_obj, mod_1data",,,,,
or_space_086_revise,revise,86,IndustryOR_86_revise_business,Workspace_OR/revise_workspaces/instance_86/metadata.json,Workspace_OR/revise_workspaces/instance_86/,Medium,IndustryOR_86,R5,Scenario Restructuring,"+1var, +4constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_087_revise,revise,87,IndustryOR_87_revise_business,Workspace_OR/revise_workspaces/instance_87/metadata.json,Workspace_OR/revise_workspaces/instance_87/,Medium,IndustryOR_87,R4,Scenario Restructuring,"+2var, +2constr, mod_1constr, mod_obj, mod_1data",,,,,
or_space_088_revise,revise,88,IndustryOR_88_revise_business,Workspace_OR/revise_workspaces/instance_88/metadata.json,Workspace_OR/revise_workspaces/instance_88/,Hard,IndustryOR_88,R5,Scenario Restructuring,"+2var, +3constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_089_revise,revise,89,IndustryOR_89_revise_business,Workspace_OR/revise_workspaces/instance_89/metadata.json,Workspace_OR/revise_workspaces/instance_89/,Medium,IndustryOR_89,R5,Scenario Restructuring,"+8var, +10constr, mod_3constr, mod_obj, mod_5data",,,,,
or_space_090_revise,revise,90,IndustryOR_90_revise_business,Workspace_OR/revise_workspaces/instance_90/metadata.json,Workspace_OR/revise_workspaces/instance_90/,Medium,IndustryOR_90,R5,Scenario Restructuring,"+4var, +7constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_091_revise,revise,91,IndustryOR_91_revise_business,Workspace_OR/revise_workspaces/instance_91/metadata.json,Workspace_OR/revise_workspaces/instance_91/,Medium,IndustryOR_91,R4,Scenario Restructuring,"+1var, mod_2constr, mod_obj, mod_1data",,,,,
or_space_092_revise,revise,92,IndustryOR_92_revise_2,Workspace_OR/revise_workspaces/instance_92/metadata.json,Workspace_OR/revise_workspaces/instance_92/,Easy,IndustryOR_92,R2,Bound / Conditional Capacity Constraint,,,,,,
or_space_093_revise,revise,93,IndustryOR_93_revise_business,Workspace_OR/revise_workspaces/instance_93/metadata.json,Workspace_OR/revise_workspaces/instance_93/,Easy,IndustryOR_93,R5,Scenario Restructuring,"+1var, +2constr, mod_2constr, mod_obj, mod_1data",,,,,
or_space_094_revise,revise,94,IndustryOR_94_revise_business,Workspace_OR/revise_workspaces/instance_94/metadata.json,Workspace_OR/revise_workspaces/instance_94/,Easy,IndustryOR_94,R5,Scenario Restructuring,"+2constr, mod_obj, mod_1data",,,,,
or_space_095_revise,revise,95,IndustryOR_95_revise_business,Workspace_OR/revise_workspaces/instance_95/metadata.json,Workspace_OR/revise_workspaces/instance_95/,Hard,IndustryOR_95,R4,Scenario Restructuring,"+1var, +1constr, mod_4constr, mod_obj, mod_1data",,,,,
or_space_096_revise,revise,96,IndustryOR_96_revise_business,Workspace_OR/revise_workspaces/instance_96/metadata.json,Workspace_OR/revise_workspaces/instance_96/,Hard,IndustryOR_96,R5,Scenario Restructuring,"+7var, +8constr, mod_6constr, mod_obj, mod_1data",,,,,
or_space_097_revise,revise,97,IndustryOR_97_revise_business,Workspace_OR/revise_workspaces/instance_97/metadata.json,Workspace_OR/revise_workspaces/instance_97/,Hard,IndustryOR_97,R5,Scenario Restructuring,"+4var, +8constr, mod_obj, mod_3data",,,,,
or_space_098_revise,revise,98,IndustryOR_98_revise_business,Workspace_OR/revise_workspaces/instance_98/metadata.json,Workspace_OR/revise_workspaces/instance_98/,Medium,IndustryOR_98,R4,Scenario Restructuring,"+2var, +1constr, mod_2constr, mod_obj, mod_2data",,,,,
or_space_099_revise,revise,99,IndustryOR_99_revise_business,Workspace_OR/revise_workspaces/instance_99/metadata.json,Workspace_OR/revise_workspaces/instance_99/,Hard,IndustryOR_99,R5,Scenario Restructuring,"+3var, +9constr, mod_obj, mod_1data",,,,,
or_space_100_revise,revise,100,IndustryOR_100_revise_5,Workspace_OR/revise_workspaces/instance_100/metadata.json,Workspace_OR/revise_workspaces/instance_100/,Medium,IndustryOR_100,R5,Objective Function Transformation,,,,,,
or_space_001_explain,explain,1,OR_explain_001,Workspace_OR/explain_workspaces/instance_1/metadata.json,Workspace_OR/explain_workspaces/instance_1/,,,,,,IndustryOR_1_revise_business,Production_Planning,Hard,Logical-Physical Alignment,"In the revised model, use week 2 to explain exactly how the new single-family operating rule is encoded and why it changes cost relative to the original model. You must trace the logic from the business document’s QA/sanitation rule to the code variables/constraints (`produce_I_flag[t]`, `mut_excl_I_2`, `mut_excl_II_2`, and the relevant hour/backlog variables), and then to the CSV columns and parameter values that determine the week-2 numbers; explicitly cite `table_1.csv` columns (`I`, `II`) for week 2 and `general_parameters.csv` parameter names and values used in the calculation of `BIG_M` and production. Then, interpreting the LP-relaxation diagnostics together with the revised integer solution, identify which backlog side is effectively binding in late horizon for Food II (use `bII_7`/`bII_8` and their reduced-cost/shadow-price meaning), explain the business meaning of that marginal value, and state why you cannot linearly extrapolate that dual interpretation to a larger demand increase once the mutual-exclusion binary regime changes. Finally, quantify the objective increase from original to revised and name the exact code additions responsible for it, tying them back to the compliance motivation in the revised business requirement."
or_space_002_explain,explain,2,OR_explain_002,Workspace_OR/explain_workspaces/instance_2/metadata.json,Workspace_OR/explain_workspaces/instance_2/,,,,,,IndustryOR_2_revise_business,Production_Planning,Medium,Dual-Theory Soundness & State Interpretation,"In the revised MILP, explain why the LP relaxation reports `TrainCapacity_Y1`, `TrainCapacity_Y2`, `TrainIntensity_Y1`, and `TrainIntensity_Y2` as binding with dual values 1.0, 1.0, 5.0, and 3.0, respectively, while `PilotMatch_Y2` has slack 15.0 and `MinCombat_Y2` is nonbinding. Use the exact code variable names `T1`, `D1`, `P1`, `C2`, and `D2`, the CSV parameters `dual_use_training_efficiency=0.6`, `training_intensity_cap=0.8`, `combat_jet_min_year2`, and `training_capacity_per_jet=5`, and connect them to the readiness-program language in the business brief. Then compare the original objective `125.0` to the revised `150.0` by identifying the exact code additions/changes that created the increase and quantifying which constraint/variable set made the extra 25 points possible. Finally, explain why a naive linear extrapolation from the dual prices would not reliably predict the objective if `training_intensity_cap` or `dual_use_training_efficiency` were increased."
or_space_003_explain,explain,3,OR_explain_003,Workspace_OR/explain_workspaces/instance_3/metadata.json,Workspace_OR/explain_workspaces/instance_3/,,,,,,IndustryOR_3_revise_business,Production_Planning,Hard,Comparative Dynamics,"In the revised model, explain precisely why the objective drops from 10,350,000 in the original solve to 10,300,000 in the revised solve by tracing the April–June contract logic across files. Your answer must name the exact new code variables (`P_reg[t]`, `P_ot[t]`, `C[t]`, `z[t]`), the exact CSV parameters `contract_min_units=15000` and `contract_bigM=60000`, and the `Demand_Forecast` values for April, May, and June; then identify which revised constraints become binding in those months from the solver records (including slack/value interpretation for `C_3`, `C_4`, `C_5`) and give the business meaning of their shadow-price-like marginal effect using the LP relaxation. Finally, compare against the original model’s single production-capacity constraint and explain which exact code additions/modifications force more workforce retention or inventory repositioning, and why you cannot linearly extrapolate the marginal value of tightening or loosening the 15,000-unit contract floor in this MIP."
or_space_004_explain,explain,4,OR_explain_004,Workspace_OR/explain_workspaces/instance_4/metadata.json,Workspace_OR/explain_workspaces/instance_4/,,,,,,IndustryOR_4_revise_business,Production_Planning,Easy,Logical-Physical Alignment,"In the revised model, explain why the objective increases by exactly 4400 relative to the original, even though all premium-animal variables (`cows_premium`, `sheep_premium`, `chickens_premium`) stay at 0. Your answer must trace the business phrase “gate”/“expanded setup” to the binary `z_expand`, identify which revised code lines/constraints let `cows_regular` rise from 70 to 86, and name the exact CSV field names and parameter values that make constraint `_C5` binding with dual value 40 while `_C4` remains slack. Also interpret the solver-state meaning of `_C5`’s shadow price and explain why that marginal value cannot be linearly extrapolated indefinitely once the gate variable and other constraints are considered."
or_space_005_explain,explain,5,OR_explain_005,Workspace_OR/explain_workspaces/instance_5/metadata.json,Workspace_OR/explain_workspaces/instance_5/,,,,,,IndustryOR_5_revise_business,Meal_Planning,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model only, explain why the LP relaxation shows `d_okra = 0.1` with objective 27.5657 while the integer optimum is 27.5443, and identify which binding constraints and dual values in the relaxation diagnose this gap. You must name the exact code variables and constraints involved (`x[(s,f)]`, `y[(s,f)]`, `z[p]`, `d[v]`, and the constraints that enforce `total_intake_{s}`, `weekday_budget`, `weekend_budget`, `one_protein_activation`, `backlink_z_p`, and the linking bounds), and connect them to the CSV columns `Fiber_Content_per_100g`, `Price_per_100g`, `prep_time_per_100g`, plus the parameters `veg_balance_penalty`, `max_prep_time_weekday`, and `max_prep_time_weekend`. Then compare the original single-meal objective 18.6943 to the revised 27.5443 by pinpointing the exact added objective term and constraint blocks that caused the +8.85 change, and explain why the shadow price on the binding `total_intake_*` constraints cannot be used for a linear “one more gram of food” extrapolation in the MIP business setting."
or_space_006_explain,explain,6,OR_explain_006,Workspace_OR/explain_workspaces/instance_6/metadata.json,Workspace_OR/explain_workspaces/instance_6/,,,,,,IndustryOR_6_revise_business,Production_Planning,Hard,Comparative Dynamics,"In the revised model, explain precisely why the objective drops from 10755.0 to 10475.0 instead of increasing after adding peak-hour energy charges. Your answer must identify the exact new code variables and objective term(s) added in `src/current_heuristic.py` (including `x_peak[(p,t)]` and `q[(p,t)]`), trace them to the literal business terms and CSV field names `normal_hours_cap_fraction_q*`, `peak_hours_cap_q*`, and `peak_cost_per_hour_q*`, and compare the original and revised solutions using the visible inventory states (e.g., `inv_II_2`, `inv_II_3`) plus at least one binding/slack capacity interpretation from solver output. Also state the business meaning of the relevant marginal values/reduced costs for a zero backlog or inventory variable, and explain why you cannot linearly extrapolate the -280 improvement from one quarter’s shadow-price logic alone."
or_space_007_explain,explain,7,OR_explain_007,Workspace_OR/explain_workspaces/instance_7/metadata.json,Workspace_OR/explain_workspaces/instance_7/,,,,,,IndustryOR_7_revise_business,Transportation_Planning,Medium,Logical-Physical Alignment,"In the revised model, explain exactly why `recovery_Genoa = 1` can be optimal while `adriatic_pool = 0`, and trace that logic across the code, the CSV fields, and the business brief. Your answer must name the code variables `short[p]`, `rec[p]`, `pool`, and at least one shipment variable such as `x[w][p]`/`ship_w_p`; cite the exact CSV columns and parameter values that make Genoa’s local desk activate but keep the Adriatic pooled desk closed; and identify which revised objective terms and new constraints caused the objective to fall from 904590.0 to 749100.0 relative to the original `x[(i,j)]` transportation model in `src/formulation.tex`. Also interpret the LP-relaxation state (`recovery_Genoa = 0.9`, `recovery_Venice = 0.266666...`, `adriatic_pool` reduced cost 25000.0): which constraints are effectively binding, what is the business meaning of those marginal values/slacks, and why would a linear shadow-price extrapolation fail once shortage crosses a grace band or the Adriatic trigger?"
or_space_008_explain,explain,8,OR_explain_008,Workspace_OR/explain_workspaces/instance_8/metadata.json,Workspace_OR/explain_workspaces/instance_8/,,,,,,IndustryOR_8_revise_business,Assignment_Optimization,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model only, explain why the LP relaxation and final MIP both avoid Worker V, even though `x_V_D` has reduced cost 0 in the LP relaxation. Your answer must trace the logic from the business brief’s “one-time handling desk” gate to the exact code variables `pair_ii_v`, `y['V']`, `y['II']`, and the linearization constraints, and must cite the exact CSV field names and parameter values (`Fixed_Cost`, `worker_II_V_pair_fee`, `shared_temp_handoff_cost`). Also compare to the original model and identify the exact code additions that cause the objective to jump from 14.0 to 37.0, quantifying how much of the +23 comes from replacing Worker V with Worker I versus from newly introduced fixed/gate charges; include which LP constraints are binding/slack and why the shadow prices cannot be linearly extrapolated to “adding V back in.”"
or_space_009_explain,explain,9,OR_explain_009,Workspace_OR/explain_workspaces/instance_9/metadata.json,Workspace_OR/explain_workspaces/instance_9/,,,,,,IndustryOR_9_revise_business,Production_Planning,Medium,Comparative Dynamics,"Compare the original and revised models and explain exactly why the objective increases from 623.0 to 801.0. Your answer must trace the change from the revised code additions in `src/current_heuristic.py` (the new variables `xS_t`, `xP_t`, `yS_t`, `yP_t`, the objective terms using `bonus`, `steel_factor`, and `premium_cap`, and the new shift-logic constraints) back to the business brief’s dual-shift interpretation and the CSV fields `Profit_Per_Unit`, `Steel_Required_Per_Unit`, `available_steel`, `profit_premium_bonus`, `premium_steel_factor`, and `premium_shift_capacity`. Then diagnose the solver state: identify which constraints are binding in the revised LP relaxation, report their shadow prices and slack values, and explain the economic meaning of the positive dual on the capacity constraint versus the zero duals on the others. Finally, explain why the optimal solution can’t be extrapolated linearly from the dual price once the premium shift is introduced, even though train production remains 89 units."
or_space_010_explain,explain,10,OR_explain_010,Workspace_OR/explain_workspaces/instance_10/metadata.json,Workspace_OR/explain_workspaces/instance_10/,,,,,,IndustryOR_10_revise_business,Facility_Location / Set_Covering,Hard,Logical-Physical Alignment,"In the revised model, explain why the objective increases from 3.0 to 6.0 by tracing the city promise from the business brief into the exact code and data artifacts. Your answer must name the exact code variables and constraint names that enforce the promise, the exact CSV parameter names and values that make it equivalent to opening at least six Small-format stores, and use the LP-relaxation diagnostics to identify at least one binding constraint with its slack/dual value and interpret its business meaning. Also contrast this with the original model by naming the original decision variable and objective term that were replaced, and explain—using the directional note in the brief and a specific assignment variable such as `a_D_J` or `a_L_J`—why linear/shadow-price extrapolation from the LP relaxation would fail to predict the integer revised solution if the minimum counter requirement were changed again."
or_space_011_explain,explain,11,OR_explain_011,Workspace_OR/explain_workspaces/instance_11/metadata.json,Workspace_OR/explain_workspaces/instance_11/,,,,,,IndustryOR_11_revise_business,Production_Planning,Hard,Dual-Theory Soundness & State Interpretation,"In the revised two-week model, use the Stage2 LP-relaxation duals/slacks together with the code and CSV data to identify exactly which physical constraints are binding in week 1 and map them to the business story: name the solver constraints, the code variables involved (for example `x_A2_1`, `x_B2_1`, `y_E2_1`, `h_insp_E2_1`), and the exact CSV fields/values that generate those coefficients. Then explain the business meaning of the positive shadow prices on the binding capacity rows and why you cannot linearly extrapolate those marginal values to claim that “one more hour of capacity” will keep improving profit indefinitely, referencing the binary protocol-choice structure and the Stage-1-to-Stage-2 lexicographic carryover (`idle_tolerance`, risk penalty term). Finally, compare the original model’s objective 3867.0 with the revised 12686.0 and pinpoint the exact code additions and data parameters that cause this change, including why the increase is not just a simple doubling of the original one-week profit."
or_space_012_explain,explain,12,OR_explain_012,Workspace_OR/explain_workspaces/instance_12/metadata.json,Workspace_OR/explain_workspaces/instance_12/,,,,,,IndustryOR_12_revise_business,Production_Planning,Easy,Comparative Dynamics,"In the revised model, the optimal plan keeps the same physical production pattern as the original (types 1, 3, 4, and 6 produced; all eco variables at zero) but the objective rises from 43200.0 to 46550.0. Explain exactly which code additions create this 3350.0 increase, tracing them to the business brief’s “electricity directive” and the literal CSV field names/values they use; you must name the revised code variables/expressions and show why `max_total_energy_kwh = 10000` does not change the primal production mix here even though it is a new model restriction. Then, using the LP-relaxation diagnostics, identify which family of constraints is binding for eco usage and interpret the shadow-price/slack logic in business terms, including why you cannot linearly extrapolate the LP dual value of the energy cap (or any marginal value you cite) to claim the same per-kWh savings/costs in the integer optimum."
